date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:24	42273/42273	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202019%2015:10:55%20GMT	https://irtech.biz/TF/prolandix/brolandix/index-3.html	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/index-3.html	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:26	42504/42504	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202019%2015:10:58%20GMT	https://irtech.biz/TF/prolandix/brolandix/index-4.html	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/index-4.html	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:28	22012/22012	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202019%2007:10:33%20GMT	https://irtech.biz/TF/prolandix/brolandix/blog.html	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/blog.html	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:30	22584/22584	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202019%2007:10:25%20GMT	https://irtech.biz/TF/prolandix/brolandix/blog-details.html	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/blog-details.html	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:32	1810/1810	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Mar%202019%2002:38:06%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/trinagle.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/trinagle.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:34	893/893	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202019%2002:54:38%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/circle-shape.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/circle-shape.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:36	224/224	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202019%2002:35:50%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/square-shape.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/square-shape.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:38	702/702	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202019%2002:59:00%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/ball.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/ball.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:42	196219/196219	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Mar%202019%2002:40:02%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/header-right.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/header-right.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:43	199107/199107	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Mar%202019%2011:55:40%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/list-feature-image.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/list-feature-image.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
